封面,名称,类型,排名,话数,放送时间,导演,声优,脚本,评分,评分人数
https://lain.bgm.tv/pic/cover/s/7c/c5/192152_q8oNn.jpg,宇宙战舰大和号2202 爱的战士们 第三章「纯爱篇」,剧场版,2328,4,2017年10月14日,未知,,[],6.9,77
https://lain.bgm.tv/pic/cover/s/94/5e/4873_JuLPo.jpg,狂野情人,OVA,2329,2,2010-03-26,日向,,"['寿たらこ', '日向']",7.0,296
https://lain.bgm.tv/pic/cover/s/7c/d0/63013_jHctz.jpg,回首再见她,剧场版,2330,1,1985年3月9日,未知,野村宏伸,[],6.9,96
https://lain.bgm.tv/pic/cover/s/2b/d2/3025_Ya2yt.jpg,剧场版 精灵宝可梦：雪拉比 穿梭时空的相遇,剧场版,2331,1,2001-07-07,湯山邦彦,大谷育江、松本梨香、石塚運昇、戸田恵子、犬山イヌコ、林原めぐみ、三木眞一郎,"['田尻智', '一石小百合、松原徳弘、玉川明洋']",7.0,544
https://lain.bgm.tv/pic/cover/s/63/e7/215096_A07zx.jpg,RWBY Chibi Season 2,WEB,2332,24,2017年5月13日,未知,Lindsay Jones,[],7.0,121
https://lain.bgm.tv/pic/cover/s/a8/2d/1967_EE8zY.jpg,英雄时代,TV,2333,26,2007年4月1日,鈴木利正,矢崎広、石川由依、清水香里、近藤隆、田村ゆかり、釘宮理恵、織田圭祐、佐藤利奈、加藤将之,"['XEBEC', '平井久司']",7.0,492
https://lain.bgm.tv/pic/cover/s/09/2c/3761_miU07.jpg,超剧场版 Keroro军曹,剧场版,2334,1,2006-03-11,近藤信宏,渡辺久美子、中田譲治、川上とも子、新垣結衣,"['吉崎観音', '追崎史敏']",7.0,200
https://lain.bgm.tv/pic/cover/s/bd/85/120369_gdGxh.jpg,黑塔利亚 第6期,WEB,2335,15,2015年7月3日,未知,浪川大輔、安元洋貴、高橋広樹、小西克幸、杉山紀彰、小野坂昌也、高戸靖広、甲斐田ゆき、武内健,[],7.0,442
https://lain.bgm.tv/pic/cover/s/c8/06/2476_PGVrR.jpg,信蜂,TV,2336,25,2009年10月3日,岩永彰,福山潤、沢城みゆき、藤村歩、永澤菜教、小西克幸、小清水亜美、水樹奈々、菅沼久義、岸尾だいすけ,"['浅田弘幸', '芝美奈子']",7.0,1202
https://lain.bgm.tv/pic/cover/s/1f/fa/196259_qB232.jpg,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,剧场版,2337,1,2017年3月18日,福岡大生,三森すずこ、花澤香菜、花守ゆみり、佐藤利奈,"['Project2H', '酒井孝裕']",7.0,659
https://lain.bgm.tv/pic/cover/s/82/a4/192732_0tl2o.jpg,名侦探柯南 Episode“ONE” 变小的名侦探,TV,2338,1,2016年12月9日,山本泰一郎,山口勝平、山崎和佳奈、小山力也、立木文彦、堀之紀、林原めぐみ、緒方賢一,"['青山剛昌', '須藤昌朋']",7.0,440
https://lain.bgm.tv/pic/cover/s/ff/65/285879_l1lG6.jpg,DECA-DENCE,TV,2339,12,2020年7月8日,立川譲,小西克幸、楠木ともり、鳥海浩輔、喜多村英梨、柴田芽衣、青山吉能、竹内栄治、喜多村英梨、子安武人,"['DECA-DENCEPROJECT', '栗田新一、谷口宏美、緒方歩惟']",7.0,2192
https://lain.bgm.tv/pic/cover/s/f5/bb/84864_N8Y2B.jpg,野良神 OAD,OVA,2340,2,2014年2月13日,タムラコータロー,神谷浩史、内田真礼、梶裕貴、豊崎愛生、小野大輔、沢城みゆき、福山潤、大川透、今井麻美,"['あだちとか', '川元利浩']",7.0,1345
https://lain.bgm.tv/pic/cover/s/f2/0a/267598_i0dNf.jpg,如果历史是一群喵 春秋战国篇,WEB,2341,13,2019年1月13日,未知,,[],6.9,63
https://lain.bgm.tv/pic/cover/s/e0/4f/24153_7wKEb.jpg,恶魔人 诞生篇,OVA,2342,1,1987年11月1日,未知,速水奨、水島裕,[],7.0,172
https://lain.bgm.tv/pic/cover/s/f3/18/208709_v9uVT.jpg,恶魔城 第二季,WEB,2343,8,2018年10月26日,未知,置鮎龍太郎、Richard Armitage、三木眞一郎、James Callis、内田直哉、櫻井孝宏、Theo James,[],7.0,275
https://lain.bgm.tv/pic/cover/s/46/ba/7880_x3GyR.jpg,天堂之吻,TV,2344,12,2005-10-13,小林治,山田優、松本梨香、浜田賢二、釘宮理恵、鈴鹿千春、松本まりか、水谷俊介、内埜則之、宍戸留美、山口勝平、高乃麗,"['矢沢あい', '結城信輝']",7.0,309
https://lain.bgm.tv/pic/cover/s/fa/1e/64094_AgigN.jpg,小飞侠,剧场版,2345,1,1953年2月5日,ClydeGeronimiHamiltonS.LuskeWilfredJackson,,['SirJamesBarrie'],7.0,107
https://lain.bgm.tv/pic/cover/s/1c/df/38070_Twp5d.jpg,青之驱魔师 剧场版,剧场版,2346,1,2012年12月28日,高橋敦史,岡本信彦、福山潤、釘宮理恵、花澤香菜、佐藤利奈、遊佐浩二、遊佐浩二、神谷浩史、木内秀信,['佐々木啓悟'],7.0,897
https://lain.bgm.tv/pic/cover/s/58/8b/158796_GIX1i.jpg,监狱学园 OAD,OVA,2347,1,2016年3月4日,水島努,神谷浩史、興津和幸、浪川大輔、鈴村健一、小西克幸、橋本ちなみ、大原さやか、高橋美佳子、伊藤静,"['平本アキラ', '谷口淳一郎']",7.0,689
https://lain.bgm.tv/pic/cover/s/f4/9d/40188_A4Dl9.jpg,花木兰,剧场版,2348,1,1998年6月19日,未知,温明娜、成龍、BD. Wong、陈佩斯、Eddie Murphy、George Takei、Robert Clotworthy,[],7.0,541
https://lain.bgm.tv/pic/cover/s/3d/de/7882_40jMy.jpg,信蜂 REVERSE,TV,2350,25,2010-10-02,岩永彰,福山潤、沢城みゆき、藤村歩、永澤菜教、小西克幸、小清水亜美、水樹奈々、菅沼久義、岸尾だいすけ,"['浅田弘幸', '芝美奈子']",7.0,809
https://lain.bgm.tv/pic/cover/s/0c/b5/8972_70Dhb.jpg,蜡笔小新 电击！猪之蹄大作战,剧场版,2351,1,1998-04-18,原恵一,,"['臼井儀人', '原勝徳']",6.9,96
https://lain.bgm.tv/pic/cover/s/04/3c/5087_tc69S.jpg,弃宝之岛：遥与魔法镜,剧场版,2352,1,2009-08-22,佐藤信介,綾瀬はるか、沢城みゆき,['石森連、ヒラタリョウ'],7.0,149
https://lain.bgm.tv/pic/cover/s/87/2d/4213_DyKAz.jpg,机动战士高达ZZ,TV,2353,47,1986年3月1日,富野由悠季,榊原良子、鈴置洋孝、矢尾一樹、松井菜桜子、本多知恵子、森しん、飛田展男、松岡ミユキ、伊藤美紀,['富野由悠季'],7.0,768
https://lain.bgm.tv/pic/cover/s/2e/0d/8996_AsHnZ.jpg,蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,剧场版,2354,1,2007-04-21,ムトウユージ,,"['臼井儀人', '原勝徳、末吉裕一郎']",6.9,97
https://lain.bgm.tv/pic/cover/s/96/ba/8999_9EL2z.jpg,蜡笔小新 超时空！呼风唤雨的我的新娘,剧场版,2355,1,2010-04-17,しぎのあきら,,"['臼井儀人', '原勝徳、大木銀太郎']",7.0,253
https://lain.bgm.tv/pic/cover/s/52/9c/350343_ib50b.jpg,一拳超人 短篇动画剧场 『Go! Saitama』,WEB,2356,1,2021年9月23日,未知,,[],6.9,56
https://lain.bgm.tv/pic/cover/s/2e/37/12985_SkSuu.jpg,迷失之物,剧场版,2357,1,2010年6月3日(澳大利亚),AndrewRuhemann、陈志勇,,[],6.9,92
https://lain.bgm.tv/pic/cover/s/86/b2/3138_s8K8n.jpg,数码宝贝驯兽师之王 暴走的数码列车,剧场版,2358,1,2002年3月2日,中村哲治,折笠富美子、津村まこと、山口眞弓、野沢雅子、多田葵、今井由香、野沢雅子、金丸淳一、世田壱恵,['中鶴勝祥'],7.0,276
https://lain.bgm.tv/pic/cover/s/29/70/5654_tTpot.jpg,传说中勇者的传说,TV,2359,25,2010年7月1日,川崎逸朗,福山潤、高垣彩陽、小野大輔、櫻井孝宏、杉田智和、諏訪部順一、増谷康紀、伊丸岡篤、日野聡,"['鏡貴也', '島沢ノリコ']",7.0,1823
https://lain.bgm.tv/pic/cover/s/d1/83/298734_0zeME.jpg,猎魔人：狼之噩梦,WEB,2360,1,2021年8月23日,KwangIlHan,Theo James、Jennifer Hale,[],6.9,68
https://lain.bgm.tv/pic/cover/s/90/5b/91612_LgfWv.jpg,馒头日记,WEB,2361,10,2013年12月25日,未知,,[],6.9,62
https://lain.bgm.tv/pic/cover/s/e9/cc/20241_qiCuP.jpg,我爱你,剧场版,2362,1,2010年10月13日,未知,,[],7.0,354
https://lain.bgm.tv/pic/cover/s/96/8b/9570_rkZMd.jpg,忍者神龟,TV,2363,193,1987-12-14,未知,,[],7.0,368
https://lain.bgm.tv/pic/cover/s/7e/b5/5977_zF2mm.jpg,最游记,TV,2364,50,2000-04-04,未知,保志総一朗、石田彰、東さおり、関俊彦、小林優子、平田広明、茂呂田かおる、草尾毅、皆口裕子、茂呂田かおる、森川智之,[],7.0,529
https://lain.bgm.tv/pic/cover/s/bf/97/214671_77174.jpg,Slow Start,TV,2365,12,2018年1月6日,橋本裕之,近藤玲奈、伊藤彩沙、嶺内ともみ、長縄まりあ、M・A・O、内田真礼、沼倉愛美、日笠陽子、小山力也,"['篤見唯子（芳文社「まんがタイムきらら」連載）', '安野将人']",7.0,1580
https://lain.bgm.tv/pic/cover/s/99/ef/35814_S3jzf.jpg,功夫熊猫,剧场版,2366,1,2008年6月6日,马克·奥斯本,Angelina Jolie、Jack Black、劉玉玲、成龍、Seth Rogen、Dustin Hoffman、김기현、David Cross、Randall Duk Kim、吴汉章,['约翰·斯蒂文森'],7.0,1353
https://lain.bgm.tv/pic/cover/s/80/fa/77143_06lhw.jpg,妖精的尾巴 心跳不已·龙舌兰乐园,OVA,2367,1,2013年6月17日,未知,,[],7.0,125
https://lain.bgm.tv/pic/cover/s/b8/36/281272_57XDA.jpg,狐妖小红娘 月红篇,WEB,2368,21,2016年6月24日,小新,李诗萌、徐佳琦、图特哈蒙、杨凝、图特哈蒙,[],7.0,335
https://lain.bgm.tv/pic/cover/s/f2/08/223134_rnRlU.jpg,火球 幽默之章,TV,2369,3,2017年10月6日,未知,大川透、川庄美雪,[],6.9,108
https://lain.bgm.tv/pic/cover/s/53/e1/198380_r90t9.jpg,机动战士高达 雷霆宙域 第二季,WEB,2371,4,2017年3月24日,未知,中村悠一、木村良平、行成とあ、平川大輔、森田了介、大原さやか、古川由利奈、杉田智和、定岡小百合,[],7.0,576
https://lain.bgm.tv/pic/cover/s/56/51/3744_5GZm1.jpg,血色花园 -死之少女-,OVA,2372,2,2007-08-08,松尾衡,新谷良子、沢城みゆき、辻あゆみ,"['GONZO', '石井久美']",6.9,52
https://lain.bgm.tv/pic/cover/s/6f/63/228460_Zd7qF.jpg,高温VS排斥,WEB,2373,1,2015年1月5日,光学核心,,[],6.9,61
https://lain.bgm.tv/pic/cover/s/f8/c0/24508_GalOa.jpg,潜行吧！奈亚子,TV,2374,12,2012年4月9日,長澤剛,阿澄佳奈、喜多村英梨、松来未祐、釘宮理恵、大坪由佳、久川綾、國府田マリ子、羽多野渉、三上枝織,"['逢空万太', '滝山真哲']",7.0,4876
https://lain.bgm.tv/pic/cover/s/23/62/269548_xf3Vz.jpg,请吃红小豆吧！ 第二季,WEB,2375,16,2019年1月13日,未知,,[],7.0,131
https://lain.bgm.tv/pic/cover/s/01/6c/87717_bhpsc.jpg,网球优等生,TV,2376,25,2014-04-06,むらた雅彦,村田太志、寿美菜子、浪川大輔、寺島拓篤、下野紘、優希知冴、楠大典、鳥海浩輔、瀬戸麻沙美,['勝木光'],7.0,274
https://lain.bgm.tv/pic/cover/s/87/c4/244226_VeCVW.jpg,一念永恒,WEB,2377,52,2020年8月12日,苏晓光,苏尚卿、赵爽、李诗萌、郭浩然、乔诗语、刘琮,"['耳根', '桂珠珠、罗晓莉、熊钰娟']",6.9,63
https://lain.bgm.tv/pic/cover/s/c0/08/143751_XIJED.jpg,网球并不可笑嘛 6期,TV,2378,12,2015年10月5日,ルーツ,渡部優衣、三森すずこ、鳴海杏子、花澤香菜、小倉唯、石原夏織、喜多村英梨、逢坂良太、高尾奏音,['Piyo「てーきゅう」「デジタル版\u3000コミックアース・スター」連載）'],7.0,418
https://lain.bgm.tv/pic/cover/s/bf/92/306742_MvLk2.jpg,Love Live! Superstar!!,TV,2379,12,2021年7月11日,京極尚彦,伊達さゆり、Liyuu、岬なこ、ペイトン尚未、青山なぎさ、高森奈津美、吉武千颯、結木ゆな,"['矢立肇', '斎藤敦史']",7.0,1958
https://lain.bgm.tv/pic/cover/s/c8/ee/35990_bPkb5.jpg,死亡笔记特别篇 L的继承者,TV,2380,1,2008年8月22日,荒木哲郎,,['大場つぐみ、小畑健'],7.0,343
https://lain.bgm.tv/pic/cover/s/9d/c6/285784_4zJ4J.jpg,一人之下3·入世篇,WEB,2381,8,2020年4月24日,米二(动漫堂）,夏侯落枫、小连杀、宝木中阳、彭尧、藤新、凌振赫、陈喆,['平思宸、庄雅芳'],7.0,442
https://lain.bgm.tv/pic/cover/s/27/91/28114_BA1sK.jpg,叮当猫,TV,2382,170,1993-04-05,未知,平松晶子,[],6.9,95
https://lain.bgm.tv/pic/cover/s/9a/6e/263808_DqGpF.jpg,哆啦A梦：大雄的月球探险记,剧场版,2383,1,2019年3月1日,未知,かかずゆみ、関智一、皆川純子、広瀬アリス、大谷育江、鈴木晶子,[],7.0,372
https://lain.bgm.tv/pic/cover/s/c1/81/35977_Nrt4t.jpg,卡片战斗先导者 亚洲巡回赛篇,TV,2384,39,2012年4月8日,未知,代永翼、佐藤拓也、佐々木啓夫,[],6.9,67
https://lain.bgm.tv/pic/cover/s/eb/9f/276150_tJJGx.jpg,恋爱小行星,TV,2385,12,2020年1月3日,平牧大輔,高柳知葉、山口愛、指出毬亜、東山奈央、上坂すみれ、渕上舞、上田麗奈、Lynn、諸星すみれ,"['Quro（芳文社「まんがタイムきららキャラット」連載）', '山崎淳']",7.0,2095
https://lain.bgm.tv/pic/cover/s/f6/06/80993_6RORo.jpg,进击的巨人 OAD,OVA,2386,3,2013年12月9日,荒木哲郎,梶裕貴、神谷浩史、谷山紀章、小林ゆう、小野大輔、朴璐美、國立幸、石川由依、井上麻里奈,['諫山創'],7.0,1362
https://lain.bgm.tv/pic/cover/s/5c/a9/13008_BhHbz.jpg,超级大坏蛋,剧场版,2387,1,2010,未知,,[],7.0,304
https://lain.bgm.tv/pic/cover/s/39/d3/2813_31Ekf.jpg,惊爆草莓,TV,2388,26,2006年4月3日,迫井政行,中原麻衣、生天目仁美、清水愛、松来未祐、甲斐田裕子、桑谷夏子、斎藤千和、野田順子、片岡あづさ,"['公野櫻子', '坂井久太']",7.0,893
https://lain.bgm.tv/pic/cover/s/cb/85/148389_Kn5sW.jpg,黑执事 豪华客船篇,剧场版,2389,1,2017年1月21日,阿部記之,小野大輔、坂本真綾、諏訪部順一、福山潤、KENN、杉山紀彰、田村ゆかり、山下誠一郎、田中敦子,"['枢やな(掲載月刊「Gファンタジー」スクウェア・エニックス刊)', '芝美奈子']",7.0,332
https://lain.bgm.tv/pic/cover/s/38/6d/256155_Bp3Y1.jpg,红白黑黄 第六季,WEB,2390,13,2018年10月27日,未知,Lindsay Jones、井上喜久子、Jen Taylor,[],7.0,313
https://lain.bgm.tv/pic/cover/s/07/65/6593_KA8eB.jpg,鬼神童子,TV,2391,51,1995-01-09,西村純二,,"['谷菊秀、黒岩よしひろ', '本橋秀之']",7.0,219
https://lain.bgm.tv/pic/cover/s/17/ec/160328_3qnbe.jpg,英国一家，吃在正月,TV,2392,1,2016年1月1日,未知,,[],6.9,57
https://lain.bgm.tv/pic/cover/s/5c/db/148181_wMH3H.jpg,飙速宅男 新世代,TV,2393,25,2017年1月9日,鍋島修,山下大輝、鳥海浩輔、白石涼子、福島潤、岸尾だいすけ、諏訪彩花、松岡禎丞、代永翼、中村悠一、阿部敦、野島健児,['渡辺航（週刊少年チャンピオン）'],7.0,275
https://lain.bgm.tv/pic/cover/s/fb/a9/1002_4yBgv.jpg,非常偶像Key,OVA,2394,15,1994年12月16日,佐藤博暉,岩男潤子、長沢美樹,"['佐藤博暉', '石倉敬一']",6.9,118
https://lain.bgm.tv/pic/cover/s/11/13/1952_NkgN5.jpg,迦南,TV,2395,13,2009年7月4日,安藤真裕,沢城みゆき、南條愛乃、浜田賢二、大川透、坂本真綾、戸松遥、田中理恵、能登麻美子、平田広明,"['チュンソフト「428〜封鎖された渋谷で〜」', '関口可奈味']",7.0,2882
https://lain.bgm.tv/pic/cover/s/40/b5/2299_UgmSs.jpg,水之语,OVA,2396,1,2002年10月26日,吉浦康裕,,['吉浦康裕'],7.0,450
https://lain.bgm.tv/pic/cover/s/8c/97/180775_91Z92.jpg,迷域行者,WEB,2397,12,2018-02-03,孙猛,苏尚卿、陈张太康、图特哈蒙、宝木中阳、敖磊、苏尚卿,"['七月初七&廿一', '孙猛']",7.0,189
https://lain.bgm.tv/pic/cover/s/46/d8/234761_mB0sm.jpg,DOUBLE DECKER! 道格&基里尔,TV,2398,13,2018年9月30日,未知,三上哲、天﨑滉平、早見沙織、安済知佳、大地葉、種﨑敦美、小山力也、遠藤綾、永塚拓馬,[],7.0,299
https://lain.bgm.tv/pic/cover/s/bd/98/175532_zNK2n.jpg,黄金拼图 Pretty Days,剧场版,2399,1,2016年11月12日,天衝,田中真奈美、西明日香、種田梨沙、内山夕実、東山奈央、諏訪彩花、潘めぐみ、村川梨衣、高橋美佳子,"['原悠衣', '植田和幸']",7.0,698
https://lain.bgm.tv/pic/cover/s/b1/c1/8357_bYG78.jpg,三只眼 圣魔传说,OVA,2400,3,1995-07-25,竹之内和久,辻谷耕史、林原めぐみ、大塚明夫、林原めぐみ,"['高田裕三', '熊谷哲矢']",6.9,71
https://lain.bgm.tv/pic/cover/s/d9/54/324249_uj207.jpg,Fate/Grand Carnival,OVA,2401,4,2021年6月2日,岸誠二,高橋李依、関根明良、中田譲治,"['TYPE-MOON', '森田和明、廣瀬智仁']",7.0,347
https://lain.bgm.tv/pic/cover/s/22/4f/38081_9otEO.jpg,火影忍者 剧场版 忍者之路,剧场版,2402,1,2012年7月28日,伊達勇登,,['岸本斉史'],7.0,717
https://lain.bgm.tv/pic/cover/s/ee/3c/36319_7UU15.jpg,鹬蚌相争,剧场版,2403,1,1983年,胡进庆,,[],7.0,153
https://lain.bgm.tv/pic/cover/s/a7/8b/79419_NgvZT.jpg,世界第一初恋〜横泽隆史的场合〜,剧场版,2404,1,2014年3月15日,未知,堀内賢雄、古谷徹,[],7.0,370
https://lain.bgm.tv/pic/cover/s/af/f2/18049_944Mm.jpg,棒球英豪 风之速,TV,2405,1,2001年2月9日,永丘昭典,,[],6.9,60
https://lain.bgm.tv/pic/cover/s/0f/2a/41742_j9oyc.jpg,机动战士高达0083 吉恩的残光,剧场版,2406,1,1992年8月29日,今西隆志,,[],7.0,233
https://lain.bgm.tv/pic/cover/s/f9/2f/23443_bF3jo.jpg,魔法咪路咪路,TV,2407,78,2002年4月6日,カサヰケンイチ,,"['篠塚ひろむ（小学館ちゃお連載「ミルモでポン!」）', '音地正行、小沼克介']",7.0,189
https://lain.bgm.tv/pic/cover/s/1f/88/129014_l74Fb.jpg,拂晓的尤娜 OAD,OVA,2408,3,2015-09-18,未知,森田成一、千菅春香、諏訪部順一、斎藤千和、前野智昭、岡本信彦、下野紘、皆川純子、山本希望,[],7.0,196
https://lain.bgm.tv/pic/cover/s/bb/45/309937_OMpLd.jpg,狐妖小红娘 沐天城篇,WEB,2409,12,2020年12月11日,未知,,[],6.9,72
https://lain.bgm.tv/pic/cover/s/17/68/47763_VNhel.jpg,足球小将J,TV,2410,47,1994年10月21日,未知,小粥よう子、佐々木望、三木眞一郎、檜山修之、優希比呂、小林優子、山口勝平、佐藤智恵、鈴木晶子、関智一、堀秀行、瀧本富士子,[],6.9,158
https://lain.bgm.tv/pic/cover/s/14/87/51621_ZHLep.jpg,血咒圣痕,OVA,2411,1,2013年3月15日,未知,,[],7.0,276
https://lain.bgm.tv/pic/cover/s/4b/92/29413_m3vv4.jpg,CENCOROLL CONNECT,剧场版,2412,1,2019年6月29日,未知,花澤香菜、下野紘、木村良平、森谷里美、高森奈津美、赤羽根健治,[],7.0,426
https://lain.bgm.tv/pic/cover/s/41/1f/209408_33kK3.jpg,狂赌之渊,TV,2413,12,2017年7月1日,林祐一郎,早見沙織、徳武竜也、田中美海、沢城みゆき、福原綾香、鵜殿麻由、伊瀬茉莉也、杉田智和、湯浅かえで、芹澤優,['河本ほむら・尚村透'],7.0,3221
https://lain.bgm.tv/pic/cover/s/2e/52/113649_v8q88.jpg,花与树,剧场版,2415,1,1932-07-30,BurtGillett,,[],6.9,59
https://lain.bgm.tv/pic/cover/s/43/bc/67809_UfFAz.jpg,卑鄙的我2,剧场版,2416,1,2013-07-03(美国),2014-01-10(中国大陆),,"['皮艾尔·柯芬', '克里斯·雷纳德']",7.0,900
https://lain.bgm.tv/pic/cover/s/d5/e4/279087_kQl3N.jpg,ACCA13区监察课 Regards,OVA,2417,1,2020年3月27日,夏目真悟,,"['斎藤圭一郎', 'オノ・ナツメ']",7.0,303
https://lain.bgm.tv/pic/cover/s/2a/11/33220_qNqL7.jpg,无限地带23 PART II,OVA,2418,1,1986年5月30日,石黒昇,川村万梨阿、矢尾一樹、塩沢兼人、橋本晃一、小粥よう子、坂本千夏、井上和彦、塩屋浩三、二又一成,[],6.9,141
https://lain.bgm.tv/pic/cover/s/53/1a/36326_R21Ch.jpg,青山刚昌短篇集 2,OVA,2419,3,1999年12月22日,未知,田中秀幸、島本須美、山崎和佳奈、神谷明、山口勝平、茶風林、大谷育江、高山みなみ、茶風林、緒方賢一,[],6.9,75
https://lain.bgm.tv/pic/cover/s/1b/8a/48943_M5NM7.jpg,龙珠Z 龙拳爆发,剧场版,2420,1,1995年7月15日,未知,青森伸、皆口裕子、野沢雅子,[],6.9,148
https://lain.bgm.tv/pic/cover/s/a6/1f/240837_2Nf3o.jpg,pet,TV,2421,13,2020年1月6日,大森貴弘,小市眞琴、植田圭輔、谷山紀章、大地葉、小野友樹、朝井彩加、加瀬康之、咲野俊介、M・A・O、遊佐浩二、飛田展男、刘婧荦,"['三宅乱丈『ペットリマスター・エディション』(ビームコミックス／KADOKAWA刊)', '羽山淳一、工藤昌史（动画人物设定）']",7.0,694
https://lain.bgm.tv/pic/cover/s/77/ac/123136_QM3zd.jpg,排球少年剧场版 结束与开始,剧场版,2422,1,2015年7月3日,未知,,[],6.9,180
https://lain.bgm.tv/pic/cover/s/99/17/292970_mxMxx.jpg,魔女之旅,TV,2423,12,2020年10月2日,窪岡俊之,本渡楓、花澤香菜、黒沢ともよ、小原好美、日笠陽子、Lynn、佐藤利奈、伊藤静、上田麗奈,"['白石定規（GAノベル／SBクリエイティブ刊）', '小田武士']",7.0,3963
https://lain.bgm.tv/pic/cover/s/0f/77/67811_3JfJD.jpg,通灵男孩诺曼,剧场版,2424,1,2012-08-17(美国),克里斯·巴特勒,,['山姆·菲尔'],6.8,51
https://lain.bgm.tv/pic/cover/s/db/e6/113327_61mmv.jpg,怪兽屋,剧场版,2425,1,2006-07-21(美国),未知,,[],6.8,52
https://lain.bgm.tv/pic/cover/s/93/68/3325_3MicC.jpg,出包王女 OVA,OVA,2426,6,2009年4月3日,加戸誉夫,渡辺明乃、戸松遥、矢作紗友里、新井里美、花澤香菜、名塚佳織、緒乃冬華、緒乃冬華、柚木涼香,"['矢吹健太朗・長谷見沙貴', '岡勇一']",7.0,1443
https://lain.bgm.tv/pic/cover/s/4b/44/62422_IIgii.jpg,魔神凯撒 死斗！暗黑大将军,OVA,2427,1,2003年7月25日,むらた雅彦,石丸博也、菊池志穂,[],6.9,69
https://lain.bgm.tv/pic/cover/s/35/c1/28628_Sn9Dh.jpg,亚尔斯兰战记,剧场版,2428,1,1991年8月17日,浜津守,山口勝平、井上和彦、塩沢兼人、矢尾一樹、勝生真沙子、池田秀一、弥永和子、佐々木望、納谷六朗,"['田中芳樹', '神村幸子']",6.9,111
https://lain.bgm.tv/pic/cover/s/c2/d6/333853_H0g6q.jpg,异世界食堂2,TV,2429,12,2021年10月1日,神保昌登,諏訪部順一、上坂すみれ、大西沙織、東山奈央、安野希世乃、清川元夢、大塚芳忠、立木文彦、田村ゆかり,"['犬塚惇平（ヒーロー文庫／主婦の友インフォス刊）', '東海林康和']",6.9,263
https://lain.bgm.tv/pic/cover/s/cf/40/54356_2Wrwc.jpg,妖精的尾巴 妖精们的合宿,OVA,2430,1,2012年11月16日,未知,大原さやか、中村悠一、柿原徹也、平野綾、釘宮理恵、伊瀬茉莉也、佐藤聡美、羽多野渉,[],6.9,186
https://lain.bgm.tv/pic/cover/s/a0/5c/71259_mqftT.jpg,鲁邦三世VS名侦探柯南 剧场版,剧场版,2431,1,2013年12月7日,未知,高山みなみ、栗田貫一、山崎和佳奈、林原めぐみ、沢城みゆき、増山江威子、山口勝平,[],7.0,749
https://lain.bgm.tv/pic/cover/s/1e/21/77014_ydvdm.jpg,攻壳机动队ARISE border:2 Ghost Whispers,剧场版,2432,1,2013年11月30日,未知,坂本真綾、松田健一郎、塾一久、新垣樽助、檀臣幸、中國卓郎、上田燿司、沢城みゆき,[],7.0,468
https://lain.bgm.tv/pic/cover/s/6d/f1/3948_Cem55.jpg,舞-乙HiME 0～S.ifr～,OVA,2433,3,2008-02-22,久行宏和,,"['矢立肇', '久行宏和']",7.0,286
https://lain.bgm.tv/pic/cover/s/9e/98/1600_dLcNL.jpg,死神,TV,2434,366,2004年10月5日,阿部記之,松岡由貴、森田成一、折笠富美子、松岡由貴、安元洋貴、杉山紀彰、本田貴子、野田順子、森川智之、かかずゆみ、かかずゆみ,[],7.0,2882
https://lain.bgm.tv/pic/cover/s/09/db/11180_RbXAv.jpg,美妙旋律 极光之梦,TV,2435,51,2011年4月9日,菱田正和,阿澄佳奈、原紗友里、片岡あづさ、近藤隆、日髙のり子、早水リサ、KENN、米澤円、明坂聡美,"['タカラトミー／シンソフィア', '川島尚']",6.9,123
https://lain.bgm.tv/pic/cover/s/74/c0/69295_29719.jpg,麻辣女孩,TV,2436,21,2002-06-07,未知,,[],6.9,118
https://lain.bgm.tv/pic/cover/s/4a/80/83869_vIW6y.jpg,未确认进行式,TV,2437,12,2014年1月8日,藤原佳幸,照井春佳、松井恵理子、吉田有里、羽多野渉、愛美、佐倉綾音、藤田咲、角元明日香、渡部優衣,"['荒井チェリー（まんが4コマぱれっと一迅社刊）', '菊池愛']",7.0,1997
https://lain.bgm.tv/pic/cover/s/d1/32/10160_H2zFP.jpg,魔界女王候补生,TV,2438,51,2005年7月2日,ユキヒロマツシタ（福島宏之）,松本まりか,"['安野モヨコ', '大竹紀子']",6.9,118
https://lain.bgm.tv/pic/cover/s/98/f9/13550_Pz81p.jpg,我的女神 小不隆咚便利多多,TV,2439,48,1998年4月6日,松村やすひろ,冬馬由美、久川綾、岩田光央、井上喜久子、岡村明美,[],6.9,102
https://lain.bgm.tv/pic/cover/s/a2/fb/110526_7R9ZJ.jpg,海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言,TV,2440,1,2014-08-30,未知,立木文彦,[],6.9,232
https://lain.bgm.tv/pic/cover/s/ff/cd/15007_ytoso.jpg,Yes! 光之美少女5,TV,2441,49,2007年2月4日,未知,三瓶由布子、竹内順子、伊瀬茉莉也、永野愛、前田愛、草尾毅、入野自由、仙台エリ、桜井ちひろ,[],6.9,200
